office,district,town,ward,precinct,name,party,votes
US House,5,Waltham,8,1,Blanks,Blanks,43
US House,5,Waltham,8,1,All Others,All Others,1
US House,5,Waltham,8,2,Total Votes Cast,Total Votes Cast,1296
US House,5,Waltham,8,2,Katherine M. Clark,Democratic,1001
US House,5,Waltham,8,2,John Hugo,Republican,247
US House,5,Waltham,8,2,Blanks,Blanks,47
US House,5,Waltham,8,2,All Others,All Others,1
US House,5,Waltham,9,1,Total Votes Cast,Total Votes Cast,903
US House,5,Waltham,9,1,Katherine M. Clark,Democratic,715
US House,5,Waltham,9,1,John Hugo,Republican,153
US House,5,Waltham,9,1,Blanks,Blanks,34
US House,5,Waltham,9,1,All Others,All Others,1
US House,5,Waltham,9,2,Total Votes Cast,Total Votes Cast,937
US House,5,Waltham,9,2,Katherine M. Clark,Democratic,748
US House,5,Waltham,9,2,John Hugo,Republican,159
US House,5,Waltham,9,2,Blanks,Blanks,30
US House,5,Waltham,9,2,All Others,All Others,0
US House,5,Watertown,-,1,Total Votes Cast,Total Votes Cast,1093
US House,5,Watertown,-,1,Katherine M. Clark,Democratic,831
US House,5,Watertown,-,1,John Hugo,Republican,218
US House,5,Watertown,-,1,Blanks,Blanks,44
US House,5,Watertown,-,1,All Others,All Others,0
US House,5,Watertown,-,10,Total Votes Cast,Total Votes Cast,1749
US House,5,Watertown,-,10,Katherine M. Clark,Democratic,1292
US House,5,Watertown,-,10,John Hugo,Republican,388
US House,5,Watertown,-,10,Blanks,Blanks,69
US House,5,Watertown,-,10,All Others,All Others,0
US House,5,Watertown,-,11,Total Votes Cast,Total Votes Cast,1210
US House,5,Watertown,-,11,Katherine M. Clark,Democratic,856
US House,5,Watertown,-,11,John Hugo,Republican,313
US House,5,Watertown,-,11,Blanks,Blanks,41
US House,5,Watertown,-,11,All Others,All Others,0
US House,5,Watertown,-,12,Total Votes Cast,Total Votes Cast,1123
US House,5,Watertown,-,12,Katherine M. Clark,Democratic,853
US House,5,Watertown,-,12,John Hugo,Republican,222
US House,5,Watertown,-,12,Blanks,Blanks,48
US House,5,Watertown,-,12,All Others,All Others,0
US House,5,Watertown,-,2,Total Votes Cast,Total Votes Cast,1184
US House,5,Watertown,-,2,Katherine M. Clark,Democratic,947
US House,5,Watertown,-,2,John Hugo,Republican,204
US House,5,Watertown,-,2,Blanks,Blanks,33
US House,5,Watertown,-,2,All Others,All Others,0
US House,5,Watertown,-,3,Total Votes Cast,Total Votes Cast,1439
US House,5,Watertown,-,3,Katherine M. Clark,Democratic,1176
US House,5,Watertown,-,3,John Hugo,Republican,218
US House,5,Watertown,-,3,Blanks,Blanks,43
US House,5,Watertown,-,3,All Others,All Others,2
US House,5,Watertown,-,4,Total Votes Cast,Total Votes Cast,1513
US House,5,Watertown,-,4,Katherine M. Clark,Democratic,1257
US House,5,Watertown,-,4,John Hugo,Republican,213
US House,5,Watertown,-,4,Blanks,Blanks,40
US House,5,Watertown,-,4,All Others,All Others,3
US House,5,Watertown,-,5,Total Votes Cast,Total Votes Cast,1373
US House,5,Watertown,-,5,Katherine M. Clark,Democratic,1131
US House,5,Watertown,-,5,John Hugo,Republican,192
US House,5,Watertown,-,5,Blanks,Blanks,47
US House,5,Watertown,-,5,All Others,All Others,3
US House,5,Watertown,-,6,Total Votes Cast,Total Votes Cast,1230
US House,5,Watertown,-,6,Katherine M. Clark,Democratic,1003
US House,5,Watertown,-,6,John Hugo,Republican,192
US House,5,Watertown,-,6,Blanks,Blanks,35
US House,5,Watertown,-,6,All Others,All Others,0
US House,5,Watertown,-,7,Total Votes Cast,Total Votes Cast,1457
US House,5,Watertown,-,7,Katherine M. Clark,Democratic,1113
US House,5,Watertown,-,7,John Hugo,Republican,282
US House,5,Watertown,-,7,Blanks,Blanks,61
US House,5,Watertown,-,7,All Others,All Others,1
US House,5,Watertown,-,8,Total Votes Cast,Total Votes Cast,1525
US House,5,Watertown,-,8,Katherine M. Clark,Democratic,1163
US House,5,Watertown,-,8,John Hugo,Republican,296
US House,5,Watertown,-,8,Blanks,Blanks,64
US House,5,Watertown,-,8,All Others,All Others,2
US House,5,Watertown,-,9,Total Votes Cast,Total Votes Cast,1105
US House,5,Watertown,-,9,Katherine M. Clark,Democratic,870
US House,5,Watertown,-,9,John Hugo,Republican,201
US House,5,Watertown,-,9,Blanks,Blanks,33
US House,5,Watertown,-,9,All Others,All Others,1
US House,5,Wayland,-,1,Total Votes Cast,Total Votes Cast,1926
US House,5,Wayland,-,1,Katherine M. Clark,Democratic,1426
US House,5,Wayland,-,1,John Hugo,Republican,441
US House,5,Wayland,-,1,Blanks,Blanks,59
US House,5,Wayland,-,1,All Others,All Others,0
US House,5,Wayland,-,2,Total Votes Cast,Total Votes Cast,1819
US House,5,Wayland,-,2,Katherine M. Clark,Democratic,1352
US House,5,Wayland,-,2,John Hugo,Republican,404
US House,5,Wayland,-,2,Blanks,Blanks,63
US House,5,Wayland,-,2,All Others,All Others,0
US House,5,Wayland,-,3,Total Votes Cast,Total Votes Cast,1770
US House,5,Wayland,-,3,Katherine M. Clark,Democratic,1322
US House,5,Wayland,-,3,John Hugo,Republican,383
US House,5,Wayland,-,3,Blanks,Blanks,64
US House,5,Wayland,-,3,All Others,All Others,1
US House,5,Wayland,-,4,Total Votes Cast,Total Votes Cast,2035
US House,5,Wayland,-,4,Katherine M. Clark,Democratic,1435
US House,5,Wayland,-,4,John Hugo,Republican,519
US House,5,Wayland,-,4,Blanks,Blanks,81
US House,5,Wayland,-,4,All Others,All Others,0
US House,5,Weston,-,1,Total Votes Cast,Total Votes Cast,1494
US House,5,Weston,-,1,Katherine M. Clark,Democratic,1011
US House,5,Weston,-,1,John Hugo,Republican,438
US House,5,Weston,-,1,Blanks,Blanks,43
US House,5,Weston,-,1,All Others,All Others,2
US House,5,Weston,-,2,Total Votes Cast,Total Votes Cast,1346
US House,5,Weston,-,2,Katherine M. Clark,Democratic,880
US House,5,Weston,-,2,John Hugo,Republican,421
US House,5,Weston,-,2,Blanks,Blanks,45
US House,5,Weston,-,2,All Others,All Others,0
US House,5,Weston,-,3,Total Votes Cast,Total Votes Cast,1317
US House,5,Weston,-,3,Katherine M. Clark,Democratic,843
US House,5,Weston,-,3,John Hugo,Republican,434
US House,5,Weston,-,3,Blanks,Blanks,39
US House,5,Weston,-,3,All Others,All Others,1
US House,5,Weston,-,4,Total Votes Cast,Total Votes Cast,1411
US House,5,Weston,-,4,Katherine M. Clark,Democratic,926
US House,5,Weston,-,4,John Hugo,Republican,438
US House,5,Weston,-,4,Blanks,Blanks,46
US House,5,Weston,-,4,All Others,All Others,1
US House,5,Winchester,-,1,Total Votes Cast,Total Votes Cast,1428
US House,5,Winchester,-,1,Katherine M. Clark,Democratic,1000
US House,5,Winchester,-,1,John Hugo,Republican,379
US House,5,Winchester,-,1,Blanks,Blanks,49
US House,5,Winchester,-,1,All Others,All Others,0
US House,5,Winchester,-,2,Total Votes Cast,Total Votes Cast,1253
US House,5,Winchester,-,2,Katherine M. Clark,Democratic,863
US House,5,Winchester,-,2,John Hugo,Republican,359
US House,5,Winchester,-,2,Blanks,Blanks,31
US House,5,Winchester,-,2,All Others,All Others,0
US House,5,Winchester,-,3,Total Votes Cast,Total Votes Cast,1602
US House,5,Winchester,-,3,Katherine M. Clark,Democratic,1196
US House,5,Winchester,-,3,John Hugo,Republican,351
US House,5,Winchester,-,3,Blanks,Blanks,55
US House,5,Winchester,-,3,All Others,All Others,0
US House,5,Winchester,-,4,Total Votes Cast,Total Votes Cast,1541
US House,5,Winchester,-,4,Katherine M. Clark,Democratic,1005
US House,5,Winchester,-,4,John Hugo,Republican,462
US House,5,Winchester,-,4,Blanks,Blanks,74
US House,5,Winchester,-,4,All Others,All Others,0
US House,5,Winchester,-,5,Total Votes Cast,Total Votes Cast,1508
US House,5,Winchester,-,5,Katherine M. Clark,Democratic,888
US House,5,Winchester,-,5,John Hugo,Republican,561
US House,5,Winchester,-,5,Blanks,Blanks,59
US House,5,Winchester,-,5,All Others,All Others,0
US House,5,Winchester,-,6,Total Votes Cast,Total Votes Cast,1379
US House,5,Winchester,-,6,Katherine M. Clark,Democratic,846
US House,5,Winchester,-,6,John Hugo,Republican,475
US House,5,Winchester,-,6,Blanks,Blanks,58
US House,5,Winchester,-,6,All Others,All Others,0
US House,5,Winchester,-,7,Total Votes Cast,Total Votes Cast,1535
US House,5,Winchester,-,7,Katherine M. Clark,Democratic,972
US House,5,Winchester,-,7,John Hugo,Republican,503
US House,5,Winchester,-,7,Blanks,Blanks,60
US House,5,Winchester,-,7,All Others,All Others,0
US House,5,Winchester,-,8,Total Votes Cast,Total Votes Cast,1073
US House,5,Winchester,-,8,Katherine M. Clark,Democratic,687
US House,5,Winchester,-,8,John Hugo,Republican,340
US House,5,Winchester,-,8,Blanks,Blanks,46
US House,5,Winchester,-,8,All Others,All Others,0
US House,5,Winthrop,-,1,Total Votes Cast,Total Votes Cast,1364
US House,5,Winthrop,-,1,Katherine M. Clark,Democratic,815
US House,5,Winthrop,-,1,John Hugo,Republican,458
US House,5,Winthrop,-,1,Blanks,Blanks,89
US House,5,Winthrop,-,1,All Others,All Others,2
US House,5,Winthrop,-,2,Total Votes Cast,Total Votes Cast,1260
US House,5,Winthrop,-,2,Katherine M. Clark,Democratic,762
US House,5,Winthrop,-,2,John Hugo,Republican,428
US House,5,Winthrop,-,2,Blanks,Blanks,69
US House,5,Winthrop,-,2,All Others,All Others,1
US House,5,Winthrop,-,3,Total Votes Cast,Total Votes Cast,1292
US House,5,Winthrop,-,3,Katherine M. Clark,Democratic,879
US House,5,Winthrop,-,3,John Hugo,Republican,357
US House,5,Winthrop,-,3,Blanks,Blanks,55
US House,5,Winthrop,-,3,All Others,All Others,1
US House,5,Winthrop,-,4,Total Votes Cast,Total Votes Cast,1142
US House,5,Winthrop,-,4,Katherine M. Clark,Democratic,707
US House,5,Winthrop,-,4,John Hugo,Republican,381
US House,5,Winthrop,-,4,Blanks,Blanks,53
US House,5,Winthrop,-,4,All Others,All Others,1
US House,5,Winthrop,-,5,Total Votes Cast,Total Votes Cast,1386
US House,5,Winthrop,-,5,Katherine M. Clark,Democratic,852
US House,5,Winthrop,-,5,John Hugo,Republican,429
US House,5,Winthrop,-,5,Blanks,Blanks,103
US House,5,Winthrop,-,5,All Others,All Others,2
US House,5,Winthrop,-,6,Total Votes Cast,Total Votes Cast,1259
US House,5,Winthrop,-,6,Katherine M. Clark,Democratic,868
US House,5,Winthrop,-,6,John Hugo,Republican,350
US House,5,Winthrop,-,6,Blanks,Blanks,38
US House,5,Winthrop,-,6,All Others,All Others,3
US House,5,Woburn,1,1,Total Votes Cast,Total Votes Cast,1019
US House,5,Woburn,1,1,Katherine M. Clark,Democratic,639
US House,5,Woburn,1,1,John Hugo,Republican,328
US House,5,Woburn,1,1,Blanks,Blanks,52
US House,5,Woburn,1,1,All Others,All Others,0
US House,5,Woburn,1,2,Total Votes Cast,Total Votes Cast,1240
US House,5,Woburn,1,2,Katherine M. Clark,Democratic,727
US House,5,Woburn,1,2,John Hugo,Republican,450
US House,5,Woburn,1,2,Blanks,Blanks,63
US House,5,Woburn,1,2,All Others,All Others,0
US House,5,Woburn,2,1,Total Votes Cast,Total Votes Cast,1191
US House,5,Woburn,2,1,Katherine M. Clark,Democratic,715
US House,5,Woburn,2,1,John Hugo,Republican,417
US House,5,Woburn,2,1,Blanks,Blanks,59
US House,5,Woburn,2,1,All Others,All Others,0
US House,5,Woburn,2,2,Total Votes Cast,Total Votes Cast,860
US House,5,Woburn,2,2,Katherine M. Clark,Democratic,564
US House,5,Woburn,2,2,John Hugo,Republican,247
US House,5,Woburn,2,2,Blanks,Blanks,48
US House,5,Woburn,2,2,All Others,All Others,1
US House,5,Woburn,3,1,Total Votes Cast,Total Votes Cast,1134
US House,5,Woburn,3,1,Katherine M. Clark,Democratic,622
US House,5,Woburn,3,1,John Hugo,Republican,452
US House,5,Woburn,3,1,Blanks,Blanks,59
US House,5,Woburn,3,1,All Others,All Others,1
US House,5,Woburn,3,2,Total Votes Cast,Total Votes Cast,1521
US House,5,Woburn,3,2,Katherine M. Clark,Democratic,852
US House,5,Woburn,3,2,John Hugo,Republican,575
US House,5,Woburn,3,2,Blanks,Blanks,92
US House,5,Woburn,3,2,All Others,All Others,2
US House,5,Woburn,4,1,Total Votes Cast,Total Votes Cast,1436
US House,5,Woburn,4,1,Katherine M. Clark,Democratic,775
US House,5,Woburn,4,1,John Hugo,Republican,584
US House,5,Woburn,4,1,Blanks,Blanks,77
US House,5,Woburn,4,1,All Others,All Others,0
US House,5,Woburn,4,2,Total Votes Cast,Total Votes Cast,1093
US House,5,Woburn,4,2,Katherine M. Clark,Democratic,657
US House,5,Woburn,4,2,John Hugo,Republican,391
US House,5,Woburn,4,2,Blanks,Blanks,45
US House,5,Woburn,4,2,All Others,All Others,0
US House,5,Woburn,5,1,Total Votes Cast,Total Votes Cast,1325
US House,5,Woburn,5,1,Katherine M. Clark,Democratic,838
US House,5,Woburn,5,1,John Hugo,Republican,432
US House,5,Woburn,5,1,Blanks,Blanks,55
US House,5,Woburn,5,1,All Others,All Others,0
US House,5,Woburn,5,2,Total Votes Cast,Total Votes Cast,1341
US House,5,Woburn,5,2,Katherine M. Clark,Democratic,740
US House,5,Woburn,5,2,John Hugo,Republican,537
US House,5,Woburn,5,2,Blanks,Blanks,63
US House,5,Woburn,5,2,All Others,All Others,1
US House,5,Woburn,6,1,Total Votes Cast,Total Votes Cast,715
US House,5,Woburn,6,1,Katherine M. Clark,Democratic,452
US House,5,Woburn,6,1,John Hugo,Republican,239
US House,5,Woburn,6,1,Blanks,Blanks,24
US House,5,Woburn,6,1,All Others,All Others,0
US House,5,Woburn,6,2,Total Votes Cast,Total Votes Cast,1219
US House,5,Woburn,6,2,Katherine M. Clark,Democratic,678
US House,5,Woburn,6,2,John Hugo,Republican,474
US House,5,Woburn,6,2,Blanks,Blanks,67
US House,5,Woburn,6,2,All Others,All Others,0
US House,5,Woburn,7,1,Total Votes Cast,Total Votes Cast,1531
US House,5,Woburn,7,1,Katherine M. Clark,Democratic,773
US House,5,Woburn,7,1,John Hugo,Republican,666
US House,5,Woburn,7,1,Blanks,Blanks,92
US House,5,Woburn,7,1,All Others,All Others,0
US House,5,Woburn,7,2,Total Votes Cast,Total Votes Cast,1309
US House,5,Woburn,7,2,Katherine M. Clark,Democratic,686
US House,5,Woburn,7,2,John Hugo,Republican,542
US House,5,Woburn,7,2,Blanks,Blanks,81
US House,5,Woburn,7,2,All Others,All Others,0
US House,6,Amesbury,-,1,Total Votes Cast,Total Votes Cast,1481
US House,6,Amesbury,-,1,Seth W. Moulton,Democratic,977
US House,6,Amesbury,-,1,Joseph S. Schneider,Republican,421
US House,6,Amesbury,-,1,Mary Jean Charbonneau,Unenrolled,53
US House,6,Amesbury,-,1,Blanks,Blanks,30
US House,6,Amesbury,-,1,All Others,All Others,0
US House,6,Amesbury,-,2,Total Votes Cast,Total Votes Cast,1302
US House,6,Amesbury,-,2,Seth W. Moulton,Democratic,887
US House,6,Amesbury,-,2,Joseph S. Schneider,Republican,313
US House,6,Amesbury,-,2,Mary Jean Charbonneau,Unenrolled,59
US House,6,Amesbury,-,2,Blanks,Blanks,42
US House,6,Amesbury,-,2,All Others,All Others,1
US House,6,Amesbury,-,3,Total Votes Cast,Total Votes Cast,1354
US House,6,Amesbury,-,3,Seth W. Moulton,Democratic,938
US House,6,Amesbury,-,3,Joseph S. Schneider,Republican,334
US House,6,Amesbury,-,3,Mary Jean Charbonneau,Unenrolled,45
US House,6,Amesbury,-,3,Blanks,Blanks,37
US House,6,Amesbury,-,3,All Others,All Others,0
US House,6,Amesbury,-,4,Total Votes Cast,Total Votes Cast,1078
US House,6,Amesbury,-,4,Seth W. Moulton,Democratic,720
US House,6,Amesbury,-,4,Joseph S. Schneider,Republican,275
US House,6,Amesbury,-,4,Mary Jean Charbonneau,Unenrolled,46
US House,6,Amesbury,-,4,Blanks,Blanks,36
US House,6,Amesbury,-,4,All Others,All Others,1
US House,6,Amesbury,-,5,Total Votes Cast,Total Votes Cast,1429
US House,6,Amesbury,-,5,Seth W. Moulton,Democratic,831
US House,6,Amesbury,-,5,Joseph S. Schneider,Republican,510
US House,6,Amesbury,-,5,Mary Jean Charbonneau,Unenrolled,46
US House,6,Amesbury,-,5,Blanks,Blanks,40
US House,6,Amesbury,-,5,All Others,All Others,2
US House,6,Amesbury,-,6,Total Votes Cast,Total Votes Cast,1182
US House,6,Amesbury,-,6,Seth W. Moulton,Democratic,819
US House,6,Amesbury,-,6,Joseph S. Schneider,Republican,286
US House,6,Amesbury,-,6,Mary Jean Charbonneau,Unenrolled,45
US House,6,Amesbury,-,6,Blanks,Blanks,28
US House,6,Amesbury,-,6,All Others,All Others,4
US House,6,Andover,-,1,Total Votes Cast,Total Votes Cast,1515
US House,6,Andover,-,1,Seth W. Moulton,Democratic,1086
US House,6,Andover,-,1,Joseph S. Schneider,Republican,362
US House,6,Andover,-,1,Mary Jean Charbonneau,Unenrolled,36
US House,6,Andover,-,1,Blanks,Blanks,30
US House,6,Andover,-,1,All Others,All Others,1
US House,6,Andover,-,7A,Total Votes Cast,Total Votes Cast,376
US House,6,Andover,-,7A,Seth W. Moulton,Democratic,233
US House,6,Andover,-,7A,Joseph S. Schneider,Republican,116
US House,6,Andover,-,7A,Mary Jean Charbonneau,Unenrolled,18
US House,6,Andover,-,7A,Blanks,Blanks,9
US House,6,Andover,-,7A,All Others,All Others,0
US House,6,Andover,-,8,Total Votes Cast,Total Votes Cast,1842
US House,6,Andover,-,8,Seth W. Moulton,Democratic,1175
US House,6,Andover,-,8,Joseph S. Schneider,Republican,553
US House,6,Andover,-,8,Mary Jean Charbonneau,Unenrolled,66
US House,6,Andover,-,8,Blanks,Blanks,44
US House,6,Andover,-,8,All Others,All Others,4
US House,6,Bedford,-,1,Total Votes Cast,Total Votes Cast,1891
US House,6,Bedford,-,1,Seth W. Moulton,Democratic,1320
US House,6,Bedford,-,1,Joseph S. Schneider,Republican,465
US House,6,Bedford,-,1,Mary Jean Charbonneau,Unenrolled,58
US House,6,Bedford,-,1,Blanks,Blanks,48
US House,6,Bedford,-,1,All Others,All Others,0
US House,6,Bedford,-,2,Total Votes Cast,Total Votes Cast,1675
US House,6,Bedford,-,2,Seth W. Moulton,Democratic,1109
US House,6,Bedford,-,2,Joseph S. Schneider,Republican,456
US House,6,Bedford,-,2,Mary Jean Charbonneau,Unenrolled,57
US House,6,Bedford,-,2,Blanks,Blanks,51
US House,6,Bedford,-,2,All Others,All Others,2
US House,6,Bedford,-,3,Total Votes Cast,Total Votes Cast,1765
US House,6,Bedford,-,3,Seth W. Moulton,Democratic,1253
US House,6,Bedford,-,3,Joseph S. Schneider,Republican,419
US House,6,Bedford,-,3,Mary Jean Charbonneau,Unenrolled,60
US House,6,Bedford,-,3,Blanks,Blanks,33
US House,6,Bedford,-,3,All Others,All Others,0
US House,6,Bedford,-,4,Total Votes Cast,Total Votes Cast,1595
US House,6,Bedford,-,4,Seth W. Moulton,Democratic,1088
US House,6,Bedford,-,4,Joseph S. Schneider,Republican,425
US House,6,Bedford,-,4,Mary Jean Charbonneau,Unenrolled,43
US House,6,Bedford,-,4,Blanks,Blanks,38
US House,6,Bedford,-,4,All Others,All Others,1
US House,6,Beverly,1,1,Total Votes Cast,Total Votes Cast,1452
US House,6,Beverly,1,1,Seth W. Moulton,Democratic,911
US House,6,Beverly,1,1,Joseph S. Schneider,Republican,456
US House,6,Beverly,1,1,Mary Jean Charbonneau,Unenrolled,46
US House,6,Beverly,1,1,Blanks,Blanks,39
US House,6,Beverly,1,1,All Others,All Others,0
US House,6,Beverly,1,2,Total Votes Cast,Total Votes Cast,1649
US House,6,Beverly,1,2,Seth W. Moulton,Democratic,1069
US House,6,Beverly,1,2,Joseph S. Schneider,Republican,484
US House,6,Beverly,1,2,Blanks,Blanks,49
US House,6,Beverly,1,2,Mary Jean Charbonneau,Unenrolled,47
US House,6,Beverly,1,2,All Others,All Others,0
US House,6,Beverly,2,1,Total Votes Cast,Total Votes Cast,1490
US House,6,Beverly,2,1,Seth W. Moulton,Democratic,1113
US House,6,Beverly,2,1,Joseph S. Schneider,Republican,292
US House,6,Beverly,2,1,Mary Jean Charbonneau,Unenrolled,55
US House,6,Beverly,2,1,Blanks,Blanks,30
US House,6,Beverly,2,1,All Others,All Others,0
US House,6,Beverly,2,2,Total Votes Cast,Total Votes Cast,1700
US House,6,Beverly,2,2,Seth W. Moulton,Democratic,1251
US House,6,Beverly,2,2,Joseph S. Schneider,Republican,356
US House,6,Beverly,2,2,Mary Jean Charbonneau,Unenrolled,52
US House,6,Beverly,2,2,Blanks,Blanks,41
US House,6,Beverly,2,2,All Others,All Others,0
US House,6,Beverly,3,1,Total Votes Cast,Total Votes Cast,1245
US House,6,Beverly,3,1,Seth W. Moulton,Democratic,923
US House,6,Beverly,3,1,Joseph S. Schneider,Republican,264
US House,6,Beverly,3,1,Mary Jean Charbonneau,Unenrolled,36
US House,6,Beverly,3,1,Blanks,Blanks,22
US House,6,Beverly,3,1,All Others,All Others,0
US House,6,Beverly,3,2,Total Votes Cast,Total Votes Cast,1434
US House,6,Beverly,3,2,Seth W. Moulton,Democratic,960
US House,6,Beverly,3,2,Joseph S. Schneider,Republican,392
US House,6,Beverly,3,2,Mary Jean Charbonneau,Unenrolled,52
US House,6,Beverly,3,2,Blanks,Blanks,30
US House,6,Beverly,3,2,All Others,All Others,0
US House,6,Beverly,4,1,Total Votes Cast,Total Votes Cast,1066
US House,6,Beverly,4,1,Seth W. Moulton,Democratic,750
US House,6,Beverly,4,1,Joseph S. Schneider,Republican,267
US House,6,Beverly,4,1,Mary Jean Charbonneau,Unenrolled,30
US House,6,Beverly,4,1,Blanks,Blanks,19
US House,6,Beverly,4,1,All Others,All Others,0
US House,6,Beverly,4,2,Total Votes Cast,Total Votes Cast,1994
